app_key,accountability,block_removal,calendar_scheduling,custom_rules,emergency_access,goal_advancement,goal_planning,habit_analytics,habit_reminders,habit_tracking,notes_knowledge,override_friction,prioritisation,project_planning,reward_punishment,routine_builder,scheduling,self_tracking,streaks,task_management,time_blocking
ios:id6761764732,0.9,0.9,0.95,0.9,0.9,0.8,0.95,0.75,0.9,0.9,0.95,0.9,0.95,0.95,0.9,0.9,0.9,0.85,0.9,0.95,0.95
ios:id6762177137,0.0,0.95,0.0,0.9,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.85,0.85,0.0,0.0,0.0
ios:id6762443613,0.0,0.9,0.9,0.9,0.9,0.85,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.95,0.0,0.9,1.0,0.0,0.9,0.95
ios:id6763792435,0.8,0.85,0.95,0.8,0.5,0.85,0.85,0.9,0.8,0.9,0.95,0.5,0.95,0.95,0.95,0.8,0.5,0.9,0.9,0.85,0.95
ios:id6764748112,0.0,0.8,0.0,0.8,0.8,0.85,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.9,0.0,0.8,0.95,0.0,0.0,0.0
ios:id6766637781,0.95,0.95,0.9,0.8,0.8,0.95,0.9,0.9,0.9,0.95,0.9,0.7,0.9,0.9,0.95,0.9,0.8,0.9,0.9,0.9,0.95
ios:id6767048994,0.95,0.9,1.0,0.9,0.9,0.85,1.0,0.85,0.95,0.85,1.0,0.9,1.0,1.0,0.9,0.95,0.9,0.95,0.95,1.0,1.0
ios:id733300214,0.5,0.9,0.9,0.85,0.9,0.85,0.9,0.9,0.5,0.5,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.95,0.5,0.9,0.95
ios:id925437228,0.0,0.95,0.0,0.95,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.9,0.0,0.0,0.0
ios:id941222646,0.0,0.95,0.0,0.95,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.9,0.0,0.0,0.0
ios:id953426154,0.9,0.95,0.85,0.9,0.95,0.95,0.8,0.9,0.85,0.9,0.85,0.95,0.7,0.9,0.95,0.9,0.9,1.0,0.9,0.9,0.95
ios:id964890124,0.8,0.9,0.0,0.7,0.6,0.9,0.0,0.9,0.8,0.9,0.0,0.6,0.0,0.0,0.9,0.8,0.7,0.95,0.8,0.0,0.0
ios:id966057213,0.9,0.95,0.9,0.9,0.9,0.9,0.85,0.9,0.9,0.9,0.8,0.9,0.9,0.85,0.95,0.9,0.9,0.95,0.9,0.95,0.95
ios:id966415847,0.0,0.95,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.95,0.0,0.9,0.95,0.0,0.9,0.95
ios:id973130201,0.8,0.95,0.85,0.9,0.9,0.9,0.85,0.9,0.85,0.9,0.85,0.9,0.8,0.9,0.9,0.8,0.9,0.95,0.8,0.9,0.95
ios:id975017240,0.5,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.95,0.5,0.9,0.95
ios:id976335336,0.0,0.95,0.9,0.95,0.95,0.9,0.9,0.0,0.0,0.0,0.9,0.95,0.9,0.9,0.95,0.0,0.95,0.95,0.0,0.9,0.85
ios:id981379631,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9
play:adhd.test.planner.organizer.kids.adults.cbt.behavior.therapy.treatment.journaling.mental.health,0.9,0.95,0.9,0.9,0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.9,0.9,0.85,0.9,0.9,0.99,0.85,0.85,0.9
play:ai.forty4pixels.sleep,0.0,0.95,0.95,0.9,0.9,0.9,0.95,0.0,0.0,0.0,0.95,0.9,0.95,0.95,0.95,0.0,0.85,0.95,0.0,0.95,0.95
play:app.TimeFinder.TimeFinder,0.9,0.9,0.95,0.9,0.9,0.9,0.5,0.9,0.9,0.5,0.5,0.9,0.5,0.85,0.9,0.9,0.95,0.95,0.9,0.9,0.99
play:app.avocation.avocation,0.9,0.0,0.9,0.0,0.0,0.0,0.85,0.9,0.95,0.95,0.9,0.0,0.9,0.9,0.0,0.9,0.0,0.0,0.9,0.9,0.9
play:app.blissful.mood.tracker.journal.selfcare,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
play:app.dailychecklist,0.9,0.0,0.85,0.0,0.0,0.0,0.75,0.9,0.9,0.9,0.85,0.0,0.8,0.9,0.0,0.9,0.0,0.0,0.9,0.9,0.9
play:app.daryl.ai,0.85,0.95,0.8,0.95,0.95,0.9,0.85,0.7,0.95,0.5,0.7,0.95,0.85,0.7,0.95,0.9,0.95,0.85,0.9,0.9,0.9
play:app.kiteki,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.85,0.95,0.9,0.9,0.9
play:app.littleplanner,0.5,0.0,0.9,0.0,0.0,0.0,0.5,0.5,0.8,0.9,0.5,0.0,0.5,0.5,0.0,0.85,0.0,0.0,0.5,0.5,0.5
play:app.octopoos.coach,0.85,0.9,0.5,0.5,0.5,0.95,0.95,0.85,0.9,0.9,0.5,0.5,0.9,0.5,0.85,0.9,0.5,0.9,0.85,0.9,0.5
play:app.soundmachine,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.95,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
play:app.stacked.routines.habits.stacking.productivity.goals,0.8,0.95,0.8,0.8,0.9,0.9,0.85,0.85,0.9,0.9,0.8,0.9,0.75,0.8,0.85,0.95,0.9,0.95,0.8,0.9,0.85
play:app.univi.prod,0.8,0.95,0.9,0.95,0.95,0.9,0.9,0.7,0.85,0.9,0.9,0.95,0.85,0.9,0.95,0.85,0.95,0.95,0.8,0.9,0.9
play:app.vinztech.hush,0.9,0.95,0.0,0.95,0.95,0.9,0.0,0.9,0.9,0.9,0.0,0.95,0.0,0.0,0.95,0.9,0.95,0.9,0.9,0.0,0.0
play:app.vinztech.tickit,0.5,0.95,0.9,0.9,0.95,0.85,0.8,0.5,0.5,0.9,0.85,0.95,0.9,0.9,0.9,0.5,0.9,0.95,0.9,0.9,0.9
play:at.cwiesner.android.visualtimer,0.0,0.95,0.95,0.95,0.95,0.9,0.95,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.0,0.95,0.9,0.0,0.95,0.9
play:binaural.studymusic.brainwave.focusmusic.binauralbeats,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
play:blueprint.project.management.time.tracker,0.5,0.95,0.8,0.9,0.9,0.95,0.7,0.9,0.9,0.5,0.8,0.9,0.85,0.7,0.95,0.5,0.9,1.0,0.5,0.9,0.85
play:bz.power.morning.affirmations,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.5,0.0,0.0
play:cc.forestapp,0.85,0.95,0.0,0.9,0.7,0.85,0.0,0.9,0.9,0.9,0.0,0.7,0.0,0.0,0.95,0.8,0.75,0.9,0.8,0.0,0.0
play:co.bodyliteracy.readyourbody,0.0,0.0,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.9,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.95,0.95
play:co.intellect.app,0.9,0.0,0.95,0.0,0.0,0.0,0.95,0.9,0.9,0.85,0.9,0.0,0.95,0.95,0.0,0.9,0.0,0.0,0.9,0.95,0.95
play:co.myfocuspal.app,0.95,0.8,0.5,0.6,0.6,0.85,0.8,0.75,0.85,0.9,0.5,0.6,0.5,0.5,0.7,0.8,0.6,0.85,0.95,0.5,0.9
play:co.thefab.tm,0.5,0.8,0.9,0.7,0.7,0.9,0.85,0.8,0.9,0.9,0.9,0.7,0.75,0.9,0.7,0.9,0.7,0.85,0.5,0.9,0.85
play:co.thefabulous.app,0.85,0.0,0.8,0.0,0.0,0.0,0.85,0.5,0.5,0.9,0.85,0.0,0.7,0.8,0.0,0.95,0.0,0.0,0.5,0.9,0.8
play:co.thomasmenzel.proddy,0.5,0.95,0.8,0.8,0.85,0.9,0.85,0.9,0.5,0.9,0.8,0.85,0.7,0.8,0.9,0.85,0.85,0.95,0.9,0.9,0.85
play:com.AJEducatorsDeepWork,0.5,0.9,0.5,0.9,0.9,0.85,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.9,0.5,0.9,0.9,0.5,0.5,0.5
play:com.AT.PomodoroTimer,0.0,0.9,0.9,0.8,0.8,0.8,0.9,0.0,0.0,0.0,0.9,0.8,0.9,0.9,0.9,0.0,0.8,0.85,0.0,0.9,0.95
play:com.GidSchwifty.focus_dojo,0.5,0.9,0.9,0.9,0.95,0.85,0.85,0.5,0.8,0.85,0.9,0.9,0.9,0.9,0.95,0.5,0.9,0.8,0.5,0.9,0.95
play:com.actiondash.playstore,0.9,0.95,0.95,0.9,0.8,0.85,0.95,0.9,0.9,0.9,0.95,0.8,0.95,0.95,0.9,0.9,0.95,0.95,0.9,0.95,0.95
play:com.actureunlock,0.95,0.85,0.95,0.85,0.9,0.8,0.95,0.95,0.95,0.5,0.95,0.75,0.95,0.95,0.95,0.95,0.9,0.9,0.95,0.95,0.95
play:com.adhd.focus.hz.adhd,0.0,0.95,0.0,0.9,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.9,0.95,0.0,0.0,0.0
play:com.adhd.planner.taches.tasks.routine.easy,0.8,0.9,0.9,0.8,0.9,0.95,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.8,0.95,0.85,0.95,0.8,0.9,0.9
play:com.adrienblc.habitstracker,0.9,0.0,0.85,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.8,0.0,0.8,0.8,0.0,0.9,0.0,0.0,0.95,0.9,0.8
play:com.ai.screentime.control.regainapp,0.8,0.95,0.0,0.9,0.8,0.9,0.0,0.9,0.9,0.9,0.0,0.85,0.0,0.0,0.8,0.8,0.8,0.9,0.8,0.0,0.0
play:com.akashramaswamy.done,0.0,0.95,0.8,0.9,0.95,0.95,0.8,0.0,0.0,0.0,0.8,0.95,0.85,0.8,0.95,0.0,0.9,0.9,0.0,0.9,0.8
play:com.alphanexs.studix,0.9,0.9,0.85,0.8,0.9,0.95,0.5,0.5,0.5,0.9,0.9,0.9,0.5,0.5,0.9,0.5,0.95,0.95,0.5,0.9,0.85
play:com.ansu.littlewins,0.9,0.0,0.9,0.0,0.0,0.0,0.9,0.8,0.8,0.9,0.9,0.0,0.9,0.9,0.0,0.95,0.0,0.0,0.8,0.9,0.9
play:com.anyplanner.app,0.95,0.0,0.9,0.0,0.0,0.0,0.9,0.85,0.9,0.9,0.9,0.0,0.9,0.9,0.0,0.85,0.0,0.0,0.85,0.9,0.85
play:com.app.floatingapptimer.com,0.95,0.95,0.0,0.9,0.8,0.9,0.0,0.9,0.9,0.9,0.0,0.8,0.0,0.0,0.9,0.95,0.8,0.95,0.95,0.0,0.0
play:com.app.habitamer,0.9,0.95,0.9,0.85,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.9,0.9,0.9,0.95,0.9,0.85,0.95,0.9,0.9,0.95
play:com.appsweat.pomodoro_app,0.8,0.9,0.9,0.8,0.5,0.85,0.9,0.8,0.8,0.9,0.9,0.5,0.9,0.9,0.7,0.8,0.8,0.8,0.8,0.9,0.95
play:com.ariv.adoro,0.9,0.85,0.9,0.9,0.7,0.85,0.9,0.9,0.9,0.9,0.9,0.7,0.9,0.9,0.8,0.9,0.7,0.95,0.9,0.9,0.95
play:com.ataraxia_apps.mindfocus,0.0,0.9,0.95,0.9,0.9,0.9,0.95,0.0,0.0,0.0,0.95,0.9,0.95,0.95,0.9,0.0,0.85,0.95,0.0,0.95,0.9
play:com.bhanu.limitapptime,0.9,0.95,0.0,0.9,0.9,0.8,0.0,0.9,0.9,0.5,0.0,0.9,0.0,0.0,0.8,0.9,0.8,0.9,0.9,0.0,0.0
play:com.bis.studywithme.pomodoro,0.8,0.95,0.9,0.9,0.95,0.85,0.85,0.8,0.8,0.9,0.9,0.95,0.9,0.8,0.9,0.8,0.9,0.95,0.95,0.9,0.9
play:com.blu.rabito,0.5,0.0,0.5,0.0,0.0,0.0,0.9,0.5,0.8,0.9,0.5,0.0,0.5,0.5,0.0,0.85,0.0,0.0,0.9,0.5,0.5
play:com.boostedproductivity.app,0.8,0.95,0.9,0.9,0.9,0.85,0.5,0.9,0.8,0.9,0.5,0.9,0.5,0.85,0.95,0.8,0.9,0.95,0.8,0.9,0.9
play:com.bosla.app,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.9,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.9,0.95
play:com.brainbliss.intention,0.5,0.9,0.0,0.8,0.7,0.8,0.0,0.5,0.9,0.5,0.0,0.7,0.0,0.0,0.9,0.5,0.7,0.7,0.5,0.0,0.0
play:com.brainfm.app,0.0,0.9,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.9,0.9,0.0,0.0,0.0
play:com.bsktech.AU,0.9,0.95,0.95,0.9,0.9,0.85,0.95,0.9,0.9,0.5,0.95,0.9,0.95,0.95,0.9,0.9,0.95,0.95,0.9,0.95,0.95
play:com.bytes.habittracker,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.95,0.0,0.0
play:com.calm.android,0.5,0.0,0.95,0.0,0.0,0.0,0.95,0.5,0.5,0.9,0.95,0.0,0.95,0.95,0.0,0.85,0.0,0.0,0.9,0.95,0.95
play:com.calmplanner.calm_planner,0.9,0.95,0.8,0.9,0.95,0.85,0.8,0.8,0.9,0.9,0.8,0.95,0.8,0.8,0.8,0.95,0.85,0.9,0.85,0.9,0.8
play:com.capitalx.blissfully,0.9,0.0,0.95,0.0,0.0,0.0,0.95,0.9,0.9,0.9,0.95,0.0,0.95,0.95,0.0,0.9,0.0,0.0,0.9,0.95,0.95
play:com.cartplayer.focustimer,0.0,0.9,0.95,0.8,0.7,0.85,0.95,0.0,0.0,0.0,0.95,0.7,0.95,0.95,0.9,0.0,0.8,0.8,0.0,0.85,0.95
play:com.cetinkaya.time_balance,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.5,0.9,0.8,0.9,0.85,0.9,0.9,0.85,0.95,0.9,0.9,0.95
play:com.chillnstudy.pomodoro,0.0,0.95,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.95,0.0,0.95,0.95,0.0,0.9,0.95
play:com.chorefocus.app,0.85,0.0,0.85,0.0,0.0,0.0,0.9,0.8,0.9,0.9,0.9,0.0,0.8,0.9,0.0,0.8,0.0,0.0,0.8,0.9,0.9
play:com.clock.countdown.alarm.timer.fliqlo,0.0,0.9,0.0,0.8,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.85,0.85,0.0,0.0,0.0
play:com.codespaceapps.routineplanner,0.5,0.0,0.5,0.0,0.0,0.0,0.9,0.85,0.9,0.9,0.5,0.0,0.5,0.5,0.0,0.9,0.0,0.0,0.5,0.5,0.5
play:com.codiceapps.dailyhabits,0.75,0.95,0.85,1.0,0.95,0.95,0.9,0.9,0.95,0.95,0.9,0.95,0.9,0.9,0.9,0.9,1.0,1.0,0.95,0.9,0.9
play:com.daarbit.nodistractions,0.8,0.9,0.9,0.9,0.9,0.85,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.9,0.95,0.8,0.9,0.95
play:com.dailygoals.habitstracker,0.85,0.0,0.85,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.8,0.0,0.9,0.9,0.0,0.85,0.0,0.0,0.5,0.9,0.9
play:com.dailymistika.healingsounds,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
play:com.daybloc.app,0.9,0.95,0.95,0.95,0.9,0.95,0.8,0.9,0.9,0.95,0.8,0.9,0.8,0.8,0.9,0.95,0.95,0.95,0.95,0.85,1.0
play:com.designworld.todolistpro,0.95,0.95,0.85,0.9,0.95,0.9,0.9,0.9,0.85,0.95,0.9,0.95,0.85,0.8,0.95,0.9,0.9,0.95,0.9,0.9,0.9
play:com.detoxify,0.5,0.95,0.0,0.9,0.8,0.8,0.0,0.5,0.5,0.5,0.0,0.9,0.0,0.0,0.9,0.5,0.85,0.85,0.5,0.0,0.0
play:com.devyulstudio.tbox,0.9,0.95,0.85,0.9,0.95,0.95,0.8,0.9,0.95,0.5,0.8,0.95,0.8,0.8,0.95,0.95,0.95,0.9,0.9,0.9,0.95
play:com.digitalchemy.timerplus,0.9,0.0,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.9,0.0,0.9,0.0,0.0,0.9,0.9,0.9
play:com.donutdog,0.8,0.9,0.9,0.85,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.9,0.95,0.9,0.5,0.95,0.9,0.9,0.95
play:com.dopaminebarrier.app,0.8,0.95,0.0,0.9,0.7,0.75,0.0,0.5,0.5,0.5,0.0,0.85,0.0,0.0,0.75,0.5,0.7,0.8,0.5,0.0,0.0
play:com.edgeeffectmedia.studytimer,0.9,0.8,0.5,0.85,0.7,0.9,0.5,0.9,0.9,0.9,0.5,0.7,0.5,0.5,0.9,0.5,0.9,0.95,0.5,0.5,0.95
play:com.elevatelabs.geonosis,0.8,0.9,0.0,0.9,0.9,0.9,0.0,0.75,0.75,0.9,0.0,0.9,0.0,0.0,0.9,0.85,0.9,0.9,0.8,0.0,0.0
play:com.emiazmel.noize,0.0,0.95,0.0,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.95,0.0,0.0,0.0
play:com.enfpdev.pomocat,0.0,0.95,0.85,0.9,0.95,0.9,0.5,0.0,0.0,0.0,0.5,0.95,0.5,0.5,0.9,0.0,0.9,0.95,0.0,0.9,0.95
play:com.everkind.app,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.0,0.0
play:com.evolutus212.dotty,0.9,0.95,0.9,0.9,0.95,0.95,0.5,0.9,0.9,0.5,0.5,0.95,0.8,0.5,0.95,0.9,0.9,0.9,0.9,0.9,0.85
play:com.exceptionalapps.study_beats,0.95,0.95,0.95,0.95,0.95,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
play:com.extendztech.quit,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.9,0.0,0.0
play:com.extendztech.streaks,0.9,0.95,0.9,0.9,0.95,0.95,0.8,0.9,0.95,0.95,0.9,0.95,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.85,0.9
play:com.flaunt.pomodoro.timer,0.9,0.9,0.0,0.9,0.9,0.85,0.0,0.8,0.8,0.9,0.0,0.9,0.0,0.0,0.95,0.8,0.85,0.95,0.8,0.0,0.0
play:com.flourish.app,0.9,0.95,0.9,0.8,0.85,0.9,0.9,0.5,0.5,0.9,0.9,0.85,0.9,0.9,0.85,0.5,0.85,0.9,0.5,0.9,0.9
play:com.flowstack,0.9,0.8,0.9,0.8,0.8,0.95,0.8,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.8,0.7,0.9,0.9,0.95
play:com.fluidfocusltd.fluidfocus,0.8,0.95,0.9,0.9,0.5,0.85,0.9,0.9,0.5,0.5,0.9,0.5,0.9,0.9,0.95,0.5,0.95,0.9,0.5,0.9,0.95
play:com.flyrapps.todolist,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.8
play:com.focus.ekagra,0.9,0.95,0.0,0.95,0.7,0.85,0.0,0.9,0.9,0.9,0.0,0.7,0.0,0.0,0.8,0.9,0.95,0.95,0.9,0.0,0.0
play:com.focus.fliptimer,0.5,0.95,0.95,0.9,0.8,0.85,0.95,0.9,0.5,0.5,0.95,0.95,0.95,0.95,0.85,0.5,0.75,0.9,0.5,0.95,0.95
play:com.focus.focusflight,0.9,0.9,0.9,0.85,0.9,0.85,0.9,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.85,0.95,0.95,0.9,0.9,0.95
play:com.focus.mobile.focus,0.9,0.9,0.95,0.8,0.8,0.9,0.9,0.95,0.9,0.9,0.95,0.8,0.95,0.95,0.95,0.5,0.8,0.95,0.5,0.85,0.95
play:com.focusbff.app,0.8,0.95,0.95,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.85,0.8,0.9,0.95,0.95,0.95,0.95
play:com.foruslabs.timebloc,0.9,0.95,0.95,0.9,0.95,0.85,0.9,0.9,0.9,0.9,0.9,0.95,0.9,0.9,0.95,0.95,0.95,0.9,0.9,0.9,0.95
play:com.free_simple_apps.habits,0.9,0.0,0.85,0.0,0.0,0.0,0.75,0.9,0.9,0.9,0.9,0.0,0.9,0.9,0.0,0.85,0.0,0.0,0.85,0.9,0.9
play:com.fresh.AddictionBlocker,0.0,0.9,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0
play:com.funginautas.soundscapes,0.0,0.95,0.0,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.0,0.95,0.95,0.0,0.0,0.0
play:com.funnmedia.habitminder,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.9,0.9,0.9,0.8,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.9,0.5
play:com.geekydevs.pomodoro_timer,0.0,0.9,0.9,0.9,0.9,0.85,0.9,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.85,0.0,0.9,0.8,0.0,0.9,0.95
play:com.geniuslogic.focuscore,0.0,0.9,0.0,0.9,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.9,0.95,0.0,0.0,0.0
play:com.gethabithero.app,0.85,0.9,0.9,0.95,0.9,0.95,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.95,0.9,0.9,0.95,0.9,0.9,0.9
play:com.giddoyo.study.mate,0.9,0.0,0.5,0.0,0.0,0.0,0.9,0.9,0.9,0.5,0.5,0.0,0.5,0.5,0.0,0.9,0.0,0.0,0.9,0.5,0.5
play:com.gmail.jmartindev.timetune,0.95,0.95,0.95,0.85,0.95,0.9,0.9,0.9,0.95,0.9,0.9,0.95,0.9,0.9,0.95,0.95,0.99,0.95,0.95,0.9,0.99
play:com.gohary.habitradar,0.5,0.0,0.5,0.0,0.0,0.0,0.85,0.9,0.9,0.9,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.9,0.9,0.5
play:com.graspery.www.sink_timer.sink_timer,0.9,0.0,0.9,0.0,0.0,0.0,0.9,0.95,0.9,0.9,0.9,0.0,0.9,0.85,0.0,0.9,0.0,0.0,0.85,0.9,0.9
play:com.gravityfocus.app,0.5,0.9,0.9,0.9,0.9,0.95,0.5,0.85,0.5,0.9,0.85,0.9,0.5,0.5,0.9,0.9,0.95,0.95,0.5,0.9,0.85
play:com.gravitypoint.focusblocker,0.9,0.95,0.95,0.95,0.8,0.9,0.95,0.9,0.9,0.9,0.95,0.8,0.95,0.95,0.9,0.9,0.95,0.9,0.9,0.95,1.0
play:com.gravitywell.adhdlove,0.85,0.9,0.85,0.9,0.9,0.95,0.7,0.8,0.9,0.9,0.7,0.9,0.7,0.7,0.95,0.9,0.95,0.95,0.85,0.9,0.85
play:com.greenapex.timeboxing,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.9
play:com.growthday,0.85,0.0,0.9,0.0,0.0,0.0,0.9,0.75,0.5,0.9,0.85,0.0,0.9,0.9,0.0,0.5,0.0,0.0,0.85,0.85,0.9
play:com.habit.habstick,0.9,1.0,0.85,1.0,1.0,0.95,0.75,0.95,0.95,0.95,0.9,1.0,0.9,0.9,1.0,0.9,1.0,1.0,0.95,0.9,0.9
play:com.habitive,0.5,0.0,0.85,0.0,0.0,0.0,0.9,0.9,0.85,0.9,0.9,0.0,0.85,0.9,0.0,0.5,0.0,0.0,0.5,0.9,0.9
play:com.habitomic.android,0.5,0.85,0.85,0.85,0.5,0.9,0.85,0.8,0.9,0.9,0.5,0.5,0.5,0.5,0.95,0.9,0.85,0.9,0.85,0.9,0.8
play:com.habittime.app,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.85,0.0,0.0
play:com.hamatim.podomoro,0.0,0.95,0.95,0.9,0.9,0.9,0.95,0.0,0.0,0.0,0.95,0.9,0.95,0.95,0.95,0.0,0.9,0.95,0.0,0.95,0.95
play:com.happylife.habitformation,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.5,0.0,0.0
play:com.hulidroid.deepwork,0.9,0.9,0.9,0.85,0.85,0.8,0.9,0.75,0.9,0.5,0.9,0.85,0.9,0.9,0.9,0.9,0.85,0.95,0.9,0.9,0.85
play:com.hydroponicglass.deep_work_timer,0.9,0.95,0.9,0.95,0.95,1.0,0.9,0.9,0.9,0.9,0.8,0.95,0.9,0.85,0.9,0.9,0.95,1.0,0.9,0.9,0.95
play:com.hypenet.focused,0.0,0.95,0.0,0.75,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.0,0.75,0.85,0.0,0.0,0.0
play:com.infielight.timelee,0.9,0.85,0.85,0.8,0.8,0.75,0.5,0.9,0.9,0.5,0.5,0.8,0.5,0.9,0.9,0.5,0.75,0.8,0.9,0.9,0.95
play:com.jonasbernardo.developer.planejamento_semanal,0.9,0.0,0.9,0.0,0.0,0.0,0.8,0.9,0.9,0.9,0.9,0.0,0.8,0.8,0.0,0.85,0.0,0.0,0.9,0.9,0.8
play:com.junhwank.habitjar,0.9,0.0,0.85,0.0,0.0,0.0,0.75,0.9,0.9,0.9,0.9,0.0,0.9,0.9,0.0,0.9,0.0,0.0,0.9,0.9,0.9
play:com.just4fun.pomodoro,0.5,0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.95,0.5,0.9,0.95
play:com.justdothis.app,0.0,0.95,0.9,0.9,0.95,0.85,0.9,0.0,0.0,0.0,0.9,0.95,0.9,0.9,0.95,0.0,0.9,0.85,0.0,0.9,0.9
